lpp_1943.1	"s1p: 
s1c: 
s1o: 
s1t: 
"	"s1p: publication-91
s1c: chapter
s1o: ordinal-entity
s1t: thing
"
minecraft-4-5-3d-x-s-b15-a27_1220.86	"s86p: 
s86b: 
s86b2: 
s86r: 
s86s: 
s86c: 
"	"s86p: put-down-17
s86b: builder
s86b2: block
s86r: red
s86s: space
s86c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.87	"s87p: 
s87b: 
s87b2: 
s87r: 
s87s: 
s87c: 
"	"s87p: put-down-17
s87b: builder
s87b2: block
s87r: red
s87s: space
s87c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.88	"s88i2: 
s88h: 
s88a: 
s88t: 
s88r: 
"	"s88i2: infer-91
s88h: have-place-91
s88a: area
s88t: this
s88r: request-confirmation-91
"
minecraft-4-5-3d-x-s-b15-a27_1220.88	"s88i2: 
s88h: 
s88a: 
s88t: 
s88r: 
"	"s88i2: infer-91
s88h: have-place-91
s88a: area
s88t: this
s88r: request-confirmation-91
"
minecraft-4-5-3d-x-s-b15-a27_1220.88	"s88i2: 
s88h: 
s88a: 
s88t: 
s88r: 
"	"s88i2: infer-91
s88h: have-place-91
s88a: area
s88t: this
s88r: request-confirmation-91
"
minecraft-4-5-3d-x-s-b15-a27_1220.89	"s89h: 
s89o: 
s89g: 
s89r: 
"	"s89h: have-concession-91
s89o: off-06
s89g: ground
s89r: request-confirmation-91
"
minecraft-4-5-3d-x-s-b15-a27_1220.89	"s89h: 
s89o: 
s89g: 
s89r: 
"	"s89h: have-concession-91
s89o: off-06
s89g: ground
s89r: request-confirmation-91
"
minecraft-4-5-3d-x-s-b15-a27_1220.89	"s89h: 
s89o: 
s89g: 
s89r: 
"	"s89h: have-concession-91
s89o: off-06
s89g: ground
s89r: request-confirmation-91
"
minecraft-4-5-3d-x-s-b15-a27_1220.90	"s90p: 
s90b: 
s90b2: 
s90r: 
s90s: 
s90c: 
"	"s90p: pick-up-04
s90b: builder
s90b2: block
s90r: red
s90s: space
s90c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.91	"s91p: 
s91b: 
s91b2: 
s91r: 
s91s: 
s91c: 
"	"s91p: put-down-17
s91b: builder
s91b2: block
s91r: red
s91s: space
s91c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.92	"s92h: 
s92s: 
s92o: 
s92c: 
s92k: 
s92y: 
s92g: 
s92t: 
s92a: 
s92b: 
s92o2: 
"	"s92h: have-substitute-91
s92s: side
s92o: other-01
s92c: cause-01
s92k: keep-02
s92y: you
s92g: go-02
s92t: trajectory
s92a: after-01
s92b: block
s92o2: ordinal-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.92	"s92h: 
s92s: 
s92o: 
s92c: 
s92k: 
s92y: 
s92g: 
s92t: 
s92a: 
s92b: 
s92o2: 
"	"s92h: have-substitute-91
s92s: side
s92o: other-01
s92c: cause-01
s92k: keep-02
s92y: you
s92g: go-02
s92t: trajectory
s92a: after-01
s92b: block
s92o2: ordinal-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.92	"s92h: 
s92s: 
s92o: 
s92c: 
s92k: 
s92y: 
s92g: 
s92t: 
s92a: 
s92b: 
s92o2: 
"	"s92h: have-substitute-91
s92s: side
s92o: other-01
s92c: cause-01
s92k: keep-02
s92y: you
s92g: go-02
s92t: trajectory
s92a: after-01
s92b: block
s92o2: ordinal-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.92	"s92h: 
s92s: 
s92o: 
s92c: 
s92k: 
s92y: 
s92g: 
s92t: 
s92a: 
s92b: 
s92o2: 
"	"s92h: have-substitute-91
s92s: side
s92o: other-01
s92c: cause-01
s92k: keep-02
s92y: you
s92g: go-02
s92t: trajectory
s92a: after-01
s92b: block
s92o2: ordinal-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.92	"s92h: 
s92s: 
s92o: 
s92c: 
s92k: 
s92y: 
s92g: 
s92t: 
s92a: 
s92b: 
s92o2: 
"	"s92h: have-substitute-91
s92s: side
s92o: other-01
s92c: cause-01
s92k: keep-02
s92y: you
s92g: go-02
s92t: trajectory
s92a: after-01
s92b: block
s92o2: ordinal-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.92	"s92h: 
s92s: 
s92o: 
s92c: 
s92k: 
s92y: 
s92g: 
s92t: 
s92a: 
s92b: 
s92o2: 
"	"s92h: have-substitute-91
s92s: side
s92o: other-01
s92c: cause-01
s92k: keep-02
s92y: you
s92g: go-02
s92t: trajectory
s92a: after-01
s92b: block
s92o2: ordinal-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.93	"s93b: 
s93t: 
s93o: 
s93t2: 
s93o2: 
"	"s93b: be-destined-for-91
s93t: there
s93o: one
s93t2: that
s93o2: ordinal-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.94	"s94o: 
s94g: 
s94d: 
s94a: 
s94s: 
"	"s94o: off-06
s94g: ground
s94d: distance-quantity
s94a: umr-unknown
s94s: space
"
minecraft-4-5-3d-x-s-b15-a27_1220.95	"s95m: 
s95s2: 
"	"s95m: mean-91
s95s2: string-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.96	"s96p: 
s96y: 
s96b: 
s96y2: 
s96s: 
s96o: 
s96g: 
s96c: 
s96b3: 
s96s2: 
s96b2: 
"	"s96p: place-01
s96y: you
s96b: block
s96y2: yellow
s96s: space
s96o: on-top-03
s96g: ground
s96c: cartesian-framework-91
s96b3: build-space
s96s2: start-01
s96b2: block
"
minecraft-4-5-3d-x-s-b15-a27_1220.96	"s96p: 
s96y: 
s96b: 
s96y2: 
s96s: 
s96o: 
s96g: 
s96c: 
s96b3: 
s96s2: 
s96b2: 
"	"s96p: place-01
s96y: you
s96b: block
s96y2: yellow
s96s: space
s96o: on-top-03
s96g: ground
s96c: cartesian-framework-91
s96b3: build-space
s96s2: start-01
s96b2: block
"
minecraft-4-5-3d-x-s-b15-a27_1220.96	"s96p: 
s96y: 
s96b: 
s96y2: 
s96s: 
s96o: 
s96g: 
s96c: 
s96b3: 
s96s2: 
s96b2: 
"	"s96p: place-01
s96y: you
s96b: block
s96y2: yellow
s96s: space
s96o: on-top-03
s96g: ground
s96c: cartesian-framework-91
s96b3: build-space
s96s2: start-01
s96b2: block
"
minecraft-4-5-3d-x-s-b15-a27_1220.96	"s96p: 
s96y: 
s96b: 
s96y2: 
s96s: 
s96o: 
s96g: 
s96c: 
s96b3: 
s96s2: 
s96b2: 
"	"s96p: place-01
s96y: you
s96b: block
s96y2: yellow
s96s: space
s96o: on-top-03
s96g: ground
s96c: cartesian-framework-91
s96b3: build-space
s96s2: start-01
s96b2: block
"
minecraft-4-5-3d-x-s-b15-a27_1220.97	"s97p: 
s97b: 
s97b2: 
s97r: 
s97s: 
s97c: 
"	"s97p: pick-up-04
s97b: builder
s97b2: block
s97r: red
s97s: space
s97c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.98	"s98p: 
s98b: 
s98b2: 
s98r: 
s98s: 
s98c: 
"	"s98p: put-down-17
s98b: builder
s98b2: block
s98r: red
s98s: space
s98c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.99	"s99p: 
s99b: 
s99b2: 
s99r: 
s99s: 
s99c: 
"	"s99p: pick-up-04
s99b: builder
s99b2: block
s99r: red
s99s: space
s99c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.100	"s100p: 
s100b: 
s100b2: 
s100y: 
s100s: 
s100c: 
"	"s100p: put-down-17
s100b: builder
s100b2: block
s100y: yellow
s100s: space
s100c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.101	"s101s: 
s101t: 
s101r: 
"	"s101s: start-01
s101t: there
s101r: request-confirmation-91
"
minecraft-4-5-3d-x-s-b15-a27_1220.101	"s101s: 
s101t: 
s101r: 
"	"s101s: start-01
s101t: there
s101r: request-confirmation-91
"
minecraft-4-5-3d-x-s-b15-a27_1220.102	"s102c: 
"	"s102c: confirm-01
"
minecraft-4-5-3d-x-s-b15-a27_1220.103	"s103p: 
s103b: 
s103b2: 
s103y: 
s103s: 
s103c: 
"	"s103p: put-down-17
s103b: builder
s103b2: block
s103y: yellow
s103s: space
s103c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.104	"s104p: 
s104b: 
s104b2: 
s104y: 
s104s: 
s104c: 
"	"s104p: put-down-17
s104b: builder
s104b2: block
s104y: yellow
s104s: space
s104c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.105	"s105h: 
s105a: 
s105d: 
s105t: 
s105t4: 
s105t2: 
s105t3: 
s105r: 
"	"s105h: have-direction-91
s105a: umr-choice
s105d: direction
s105t: this
s105t4: trajectory
s105t2: toward-01
s105t3: thing
s105r: red
"
minecraft-4-5-3d-x-s-b15-a27_1220.105	"s105h: 
s105a: 
s105d: 
s105t: 
s105t4: 
s105t2: 
s105t3: 
s105r: 
"	"s105h: have-direction-91
s105a: umr-choice
s105d: direction
s105t: this
s105t4: trajectory
s105t2: toward-01
s105t3: thing
s105r: red
"
minecraft-4-5-3d-x-s-b15-a27_1220.106	"s106a: 
s106r: 
s106t: 
s106b: 
s106b2: 
s106y: 
s106s: 
s106o: 
s106t2: 
s106o2: 
s106c: 
s106b3: 
s106r2: 
s106b4: 
s106i3: 
s106t3: 
s106i2: 
s106n: 
"	"s106a: and
s106r: right-06
s106t: that
s106b: be-destined-for-91
s106b2: block
s106y: yellow
s106s: space
s106o: on-top-03
s106t2: thing
s106o2: outside-09
s106c: cartesian-framework-91
s106b3: build-space
s106r2: rate-entity-91
s106b4: block
s106i3: include-91
s106t3: thing
s106i2: include-91
s106n: now
"
minecraft-4-5-3d-x-s-b15-a27_1220.106	"s106a: 
s106r: 
s106t: 
s106b: 
s106b2: 
s106y: 
s106s: 
s106o: 
s106t2: 
s106o2: 
s106c: 
s106b3: 
s106r2: 
s106b4: 
s106i3: 
s106t3: 
s106i2: 
s106n: 
"	"s106a: and
s106r: right-06
s106t: that
s106b: be-destined-for-91
s106b2: block
s106y: yellow
s106s: space
s106o: on-top-03
s106t2: thing
s106o2: outside-09
s106c: cartesian-framework-91
s106b3: build-space
s106r2: rate-entity-91
s106b4: block
s106i3: include-91
s106t3: thing
s106i2: include-91
s106n: now
"
minecraft-4-5-3d-x-s-b15-a27_1220.106	"s106a: 
s106r: 
s106t: 
s106b: 
s106b2: 
s106y: 
s106s: 
s106o: 
s106t2: 
s106o2: 
s106c: 
s106b3: 
s106r2: 
s106b4: 
s106i3: 
s106t3: 
s106i2: 
s106n: 
"	"s106a: and
s106r: right-06
s106t: that
s106b: be-destined-for-91
s106b2: block
s106y: yellow
s106s: space
s106o: on-top-03
s106t2: thing
s106o2: outside-09
s106c: cartesian-framework-91
s106b3: build-space
s106r2: rate-entity-91
s106b4: block
s106i3: include-91
s106t3: thing
s106i2: include-91
s106n: now
"
minecraft-4-5-3d-x-s-b15-a27_1220.106	"s106a: 
s106r: 
s106t: 
s106b: 
s106b2: 
s106y: 
s106s: 
s106o: 
s106t2: 
s106o2: 
s106c: 
s106b3: 
s106r2: 
s106b4: 
s106i3: 
s106t3: 
s106i2: 
s106n: 
"	"s106a: and
s106r: right-06
s106t: that
s106b: be-destined-for-91
s106b2: block
s106y: yellow
s106s: space
s106o: on-top-03
s106t2: thing
s106o2: outside-09
s106c: cartesian-framework-91
s106b3: build-space
s106r2: rate-entity-91
s106b4: block
s106i3: include-91
s106t3: thing
s106i2: include-91
s106n: now
"
minecraft-4-5-3d-x-s-b15-a27_1220.106	"s106a: 
s106r: 
s106t: 
s106b: 
s106b2: 
s106y: 
s106s: 
s106o: 
s106t2: 
s106o2: 
s106c: 
s106b3: 
s106r2: 
s106b4: 
s106i3: 
s106t3: 
s106i2: 
s106n: 
"	"s106a: and
s106r: right-06
s106t: that
s106b: be-destined-for-91
s106b2: block
s106y: yellow
s106s: space
s106o: on-top-03
s106t2: thing
s106o2: outside-09
s106c: cartesian-framework-91
s106b3: build-space
s106r2: rate-entity-91
s106b4: block
s106i3: include-91
s106t3: thing
s106i2: include-91
s106n: now
"
minecraft-4-5-3d-x-s-b15-a27_1220.106	"s106a: 
s106r: 
s106t: 
s106b: 
s106b2: 
s106y: 
s106s: 
s106o: 
s106t2: 
s106o2: 
s106c: 
s106b3: 
s106r2: 
s106b4: 
s106i3: 
s106t3: 
s106i2: 
s106n: 
"	"s106a: and
s106r: right-06
s106t: that
s106b: be-destined-for-91
s106b2: block
s106y: yellow
s106s: space
s106o: on-top-03
s106t2: thing
s106o2: outside-09
s106c: cartesian-framework-91
s106b3: build-space
s106r2: rate-entity-91
s106b4: block
s106i3: include-91
s106t3: thing
s106i2: include-91
s106n: now
"
minecraft-4-5-3d-x-s-b15-a27_1220.106	"s106a: 
s106r: 
s106t: 
s106b: 
s106b2: 
s106y: 
s106s: 
s106o: 
s106t2: 
s106o2: 
s106c: 
s106b3: 
s106r2: 
s106b4: 
s106i3: 
s106t3: 
s106i2: 
s106n: 
"	"s106a: and
s106r: right-06
s106t: that
s106b: be-destined-for-91
s106b2: block
s106y: yellow
s106s: space
s106o: on-top-03
s106t2: thing
s106o2: outside-09
s106c: cartesian-framework-91
s106b3: build-space
s106r2: rate-entity-91
s106b4: block
s106i3: include-91
s106t3: thing
s106i2: include-91
s106n: now
"
minecraft-4-5-3d-x-s-b15-a27_1220.106	"s106a: 
s106r: 
s106t: 
s106b: 
s106b2: 
s106y: 
s106s: 
s106o: 
s106t2: 
s106o2: 
s106c: 
s106b3: 
s106r2: 
s106b4: 
s106i3: 
s106t3: 
s106i2: 
s106n: 
"	"s106a: and
s106r: right-06
s106t: that
s106b: be-destined-for-91
s106b2: block
s106y: yellow
s106s: space
s106o: on-top-03
s106t2: thing
s106o2: outside-09
s106c: cartesian-framework-91
s106b3: build-space
s106r2: rate-entity-91
s106b4: block
s106i3: include-91
s106t3: thing
s106i2: include-91
s106n: now
"
minecraft-4-5-3d-x-s-b15-a27_1220.107	"s107p: 
s107b: 
s107b2: 
s107y: 
s107s: 
s107c: 
"	"s107p: put-down-17
s107b: builder
s107b2: block
s107y: yellow
s107s: space
s107c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.108	"s108p: 
s108b: 
s108b2: 
s108y: 
s108s: 
s108c: 
"	"s108p: put-down-17
s108b: builder
s108b2: block
s108y: yellow
s108s: space
s108c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.109	"s109p: 
s109b: 
s109b2: 
s109y: 
s109s: 
s109c: 
"	"s109p: pick-up-04
s109b: builder
s109b2: block
s109y: yellow
s109s: space
s109c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.110	"s110p: 
s110b: 
s110b2: 
s110y: 
s110s: 
s110c: 
"	"s110p: pick-up-04
s110b: builder
s110b2: block
s110y: yellow
s110s: space
s110c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.111	"s111p: 
s111b: 
s111b2: 
s111y: 
s111s: 
s111c: 
"	"s111p: pick-up-04
s111b: builder
s111b2: block
s111y: yellow
s111s: space
s111c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.112	"s112p: 
s112b: 
s112b2: 
s112r: 
s112s: 
s112c: 
"	"s112p: pick-up-04
s112b: builder
s112b2: block
s112r: red
s112s: space
s112c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.113	"s113b: 
s113t3: 
s113t2: 
s113s: 
s113c: 
s113b2: 
s113a: 
"	"s113b: base-03
s113t3: this
s113t2: thing
s113s: string-entity
s113c: cartesian-framework-91
s113b2: build-space
s113a: umr-unknown
"
minecraft-4-5-3d-x-s-b15-a27_1220.113	"s113b: 
s113t3: 
s113t2: 
s113s: 
s113c: 
s113b2: 
s113a: 
"	"s113b: base-03
s113t3: this
s113t2: thing
s113s: string-entity
s113c: cartesian-framework-91
s113b2: build-space
s113a: umr-unknown
"
minecraft-4-5-3d-x-s-b15-a27_1220.114	"s114c: 
s114c2: 
s114s: 
s114o: 
s114t: 
s114c3: 
s114a: 
s114b2: 
s114m: 
s114t2: 
s114t3: 
s114c4: 
s114b: 
s114d: 
s114s3: 
"	"s114c: contrast-91
s114c2: confirm-01
s114s: slant-01
s114o: one
s114t: this
s114c3: cause-01
s114a: above-01
s114b2: block
s114m: middle-01
s114t2: thing
s114t3: that
s114c4: cartesian-framework-91
s114b: build-space
s114d: distance-quantity
s114s3: space
"
minecraft-4-5-3d-x-s-b15-a27_1220.114	"s114c: 
s114c2: 
s114s: 
s114o: 
s114t: 
s114c3: 
s114a: 
s114b2: 
s114m: 
s114t2: 
s114t3: 
s114c4: 
s114b: 
s114d: 
s114s3: 
"	"s114c: contrast-91
s114c2: confirm-01
s114s: slant-01
s114o: one
s114t: this
s114c3: cause-01
s114a: above-01
s114b2: block
s114m: middle-01
s114t2: thing
s114t3: that
s114c4: cartesian-framework-91
s114b: build-space
s114d: distance-quantity
s114s3: space
"
minecraft-4-5-3d-x-s-b15-a27_1220.114	"s114c: 
s114c2: 
s114s: 
s114o: 
s114t: 
s114c3: 
s114a: 
s114b2: 
s114m: 
s114t2: 
s114t3: 
s114c4: 
s114b: 
s114d: 
s114s3: 
"	"s114c: contrast-91
s114c2: confirm-01
s114s: slant-01
s114o: one
s114t: this
s114c3: cause-01
s114a: above-01
s114b2: block
s114m: middle-01
s114t2: thing
s114t3: that
s114c4: cartesian-framework-91
s114b: build-space
s114d: distance-quantity
s114s3: space
"
minecraft-4-5-3d-x-s-b15-a27_1220.114	"s114c: 
s114c2: 
s114s: 
s114o: 
s114t: 
s114c3: 
s114a: 
s114b2: 
s114m: 
s114t2: 
s114t3: 
s114c4: 
s114b: 
s114d: 
s114s3: 
"	"s114c: contrast-91
s114c2: confirm-01
s114s: slant-01
s114o: one
s114t: this
s114c3: cause-01
s114a: above-01
s114b2: block
s114m: middle-01
s114t2: thing
s114t3: that
s114c4: cartesian-framework-91
s114b: build-space
s114d: distance-quantity
s114s3: space
"
minecraft-4-5-3d-x-s-b15-a27_1220.114	"s114c: 
s114c2: 
s114s: 
s114o: 
s114t: 
s114c3: 
s114a: 
s114b2: 
s114m: 
s114t2: 
s114t3: 
s114c4: 
s114b: 
s114d: 
s114s3: 
"	"s114c: contrast-91
s114c2: confirm-01
s114s: slant-01
s114o: one
s114t: this
s114c3: cause-01
s114a: above-01
s114b2: block
s114m: middle-01
s114t2: thing
s114t3: that
s114c4: cartesian-framework-91
s114b: build-space
s114d: distance-quantity
s114s3: space
"
minecraft-4-5-3d-x-s-b15-a27_1220.114	"s114c: 
s114c2: 
s114s: 
s114o: 
s114t: 
s114c3: 
s114a: 
s114b2: 
s114m: 
s114t2: 
s114t3: 
s114c4: 
s114b: 
s114d: 
s114s3: 
"	"s114c: contrast-91
s114c2: confirm-01
s114s: slant-01
s114o: one
s114t: this
s114c3: cause-01
s114a: above-01
s114b2: block
s114m: middle-01
s114t2: thing
s114t3: that
s114c4: cartesian-framework-91
s114b: build-space
s114d: distance-quantity
s114s3: space
"
minecraft-4-5-3d-x-s-b15-a27_1220.114	"s114c: 
s114c2: 
s114s: 
s114o: 
s114t: 
s114c3: 
s114a: 
s114b2: 
s114m: 
s114t2: 
s114t3: 
s114c4: 
s114b: 
s114d: 
s114s3: 
"	"s114c: contrast-91
s114c2: confirm-01
s114s: slant-01
s114o: one
s114t: this
s114c3: cause-01
s114a: above-01
s114b2: block
s114m: middle-01
s114t2: thing
s114t3: that
s114c4: cartesian-framework-91
s114b: build-space
s114d: distance-quantity
s114s3: space
"
minecraft-4-5-3d-x-s-b15-a27_1220.115	"s115p: 
s115b: 
s115b2: 
s115y: 
s115s: 
s115c: 
"	"s115p: pick-up-04
s115b: builder
s115b2: block
s115y: yellow
s115s: space
s115c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.116	"s116p: 
s116b: 
s116b2: 
s116y: 
s116s: 
s116c: 
"	"s116p: put-down-17
s116b: builder
s116b2: block
s116y: yellow
s116s: space
s116c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.117	"s117p: 
s117b: 
s117b2: 
s117y: 
s117s: 
s117c: 
"	"s117p: put-down-17
s117b: builder
s117b2: block
s117y: yellow
s117s: space
s117c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.118	"s118p: 
s118b: 
s118b2: 
s118y: 
s118s: 
s118c: 
"	"s118p: put-down-17
s118b: builder
s118b2: block
s118y: yellow
s118s: space
s118c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.119	"s119p: 
s119b: 
s119b2: 
s119y: 
s119s: 
s119c: 
"	"s119p: pick-up-04
s119b: builder
s119b2: block
s119y: yellow
s119s: space
s119c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.120	"s120p: 
s120b: 
s120b2: 
s120y: 
s120s: 
s120c: 
"	"s120p: put-down-17
s120b: builder
s120b2: block
s120y: yellow
s120s: space
s120c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.121	"s121p: 
s121b: 
s121b2: 
s121y: 
s121s: 
s121c: 
"	"s121p: pick-up-04
s121b: builder
s121b2: block
s121y: yellow
s121s: space
s121c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.122	"s122i2: 
s122h: 
s122t: 
s122r: 
"	"s122i2: infer-91
s122h: have-place-91
s122t: there
s122r: request-confirmation-91
"
minecraft-4-5-3d-x-s-b15-a27_1220.122	"s122i2: 
s122h: 
s122t: 
s122r: 
"	"s122i2: infer-91
s122h: have-place-91
s122t: there
s122r: request-confirmation-91
"
minecraft-4-5-3d-x-s-b15-a27_1220.122	"s122i2: 
s122h: 
s122t: 
s122r: 
"	"s122i2: infer-91
s122h: have-place-91
s122t: there
s122r: request-confirmation-91
"
minecraft-4-5-3d-x-s-b15-a27_1220.123	"s123h: 
s123s: 
s123o: 
"	"s123h: have-substitute-91
s123s: side
s123o: other-01
"
minecraft-4-5-3d-x-s-b15-a27_1220.123	"s123h: 
s123s: 
s123o: 
"	"s123h: have-substitute-91
s123s: side
s123o: other-01
"
minecraft-4-5-3d-x-s-b15-a27_1220.124	"s124p: 
s124b: 
s124b2: 
s124y: 
s124s: 
s124c: 
"	"s124p: put-down-17
s124b: builder
s124b2: block
s124y: yellow
s124s: space
s124c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.125	"s125p: 
s125b: 
s125b2: 
s125y: 
s125s: 
s125c: 
"	"s125p: put-down-17
s125b: builder
s125b2: block
s125y: yellow
s125s: space
s125c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.126	"s126p: 
s126b: 
s126b2: 
s126y: 
s126s: 
s126c: 
"	"s126p: pick-up-04
s126b: builder
s126b2: block
s126y: yellow
s126s: space
s126c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.127	"s127p: 
s127b: 
s127b2: 
s127y: 
s127s: 
s127c: 
"	"s127p: pick-up-04
s127b: builder
s127b2: block
s127y: yellow
s127s: space
s127c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.128	"s128p: 
s128b: 
s128b2: 
s128y: 
s128s: 
s128c: 
"	"s128p: put-down-17
s128b: builder
s128b2: block
s128y: yellow
s128s: space
s128c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.129	"s129p: 
s129b: 
s129b2: 
s129y: 
s129s: 
s129c: 
"	"s129p: put-down-17
s129b: builder
s129b2: block
s129y: yellow
s129s: space
s129c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.130	"s130p: 
s130b: 
s130b2: 
s130y: 
s130s: 
s130c: 
"	"s130p: put-down-17
s130b: builder
s130b2: block
s130y: yellow
s130s: space
s130c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.131	"s131p: 
s131b: 
s131b2: 
s131y: 
s131s: 
s131c: 
"	"s131p: put-down-17
s131b: builder
s131b2: block
s131y: yellow
s131s: space
s131c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.132	"s132p: 
s132b: 
s132b2: 
s132y: 
s132s: 
s132c: 
"	"s132p: pick-up-04
s132b: builder
s132b2: block
s132y: yellow
s132s: space
s132c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.133	"s133p: 
s133b: 
s133b2: 
s133y: 
s133s: 
s133c: 
"	"s133p: pick-up-04
s133b: builder
s133b2: block
s133y: yellow
s133s: space
s133c: cartesian-coordinate-entity
"
minecraft-4-5-3d-x-s-b15-a27_1220.134	"s134r: 
s134t: 
s134r2: 
"	"s134r: resemble-91
s134t: that
s134r2: request-confirmation-91
"
minecraft-4-5-3d-x-s-b15-a27_1220.134	"s134r: 
s134t: 
s134r2: 
"	"s134r: resemble-91
s134t: that
s134r2: request-confirmation-91
"
minecraft-4-5-3d-x-s-b15-a27_1220.135	"s135b: 
s135t: 
"	"s135b: be-it-08
s135t: that
"
minecraft-4-5-3d-x-s-b15-a27_1220.136	"s136c: 
"	"s136c: cool-04
"
minecraft-4-13-funny-cube-B52-A27_1451.1	"s1s: 
s1m: 
"	"s1s: start-01
s1m: mission-01
"
minecraft-4-13-funny-cube-B52-A27_1451.1	"s1s: 
s1m: 
"	"s1s: start-01
s1m: mission-01
"
minecraft-4-13-funny-cube-B52-A27_1451.2	"s2r: 
s2s: 
s2w: 
s2a: 
"	"s2r: recommend-01
s2s: start-01
s2w: we
s2a: umr-unknown
"
minecraft-4-13-funny-cube-B52-A27_1451.2	"s2r: 
s2s: 
s2w: 
s2a: 
"	"s2r: recommend-01
s2s: start-01
s2w: we
s2a: umr-unknown
"
minecraft-4-13-funny-cube-B52-A27_1451.3	"s3b: 
s3y: 
s3w: 
s3d: 
s3d2: 
s3t: 
s3r: 
s3s: 
s3m: 
"	"s3b: build-01
s3y: you
s3w: wall
s3d: dimension-entity
s3d2: dimension-entity
s3t: thing
s3r: red
s3s: space
s3m: middle-01
"
minecraft-4-13-funny-cube-B52-A27_1451.3	"s3b: 
s3y: 
s3w: 
s3d: 
s3d2: 
s3t: 
s3r: 
s3s: 
s3m: 
"	"s3b: build-01
s3y: you
s3w: wall
s3d: dimension-entity
s3d2: dimension-entity
s3t: thing
s3r: red
s3s: space
s3m: middle-01
"
minecraft-4-13-funny-cube-B52-A27_1451.4	"s4p: 
s4b: 
s4b2: 
s4r: 
s4s: 
s4c: 
"	"s4p: put-down-17
s4b: builder
s4b2: block
s4r: red
s4s: space
s4c: cartesian-coordinate-entity
"
minecraft-4-13-funny-cube-B52-A27_1451.5	"s5p: 
s5b: 
s5b2: 
s5r: 
s5s: 
s5c: 
"	"s5p: put-down-17
s5b: builder
s5b2: block
s5r: red
s5s: space
s5c: cartesian-coordinate-entity
"
minecraft-4-13-funny-cube-B52-A27_1451.6	"s6p: 
s6b: 
s6b2: 
s6r: 
s6s: 
s6c: 
"	"s6p: put-down-17
s6b: builder
s6b2: block
s6r: red
s6s: space
s6c: cartesian-coordinate-entity
"
minecraft-4-13-funny-cube-B52-A27_1451.7	"s7p: 
s7b: 
s7b2: 
s7r: 
s7s: 
s7c: 
"	"s7p: put-down-17
s7b: builder
s7b2: block
s7r: red
s7s: space
s7c: cartesian-coordinate-entity
"
